course,target,label
"Software Engineering, Date Amount/Export, Cloud Computing Architecture, Continuous Integration, Linux Commands, User Story, Flask (Web Framework), Gherkin (Scripting Language), Test Driven Development (TDD), Open Web Application Security Project (OWASP), Application Deployment, Jenkins",Introduction to Blockchain; Cryptography Basics; Consensus Algorithms; Smart Contracts; Cryptocurrency; Blockchain Applications in Industry,0
"Server side, Node.js, Date Amount/Export, Cloud Computing Architecture, Full-Stack Web Development, Software Architecture, Flask (Web Framework), Responsive Web Design, Engineering Software, Prompt Engineering, Cloud Computing, Application Deployment",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Cloud Storage, API Gateway, Date Amount/Export, Cloud Computing Architecture, Cloud infrastructure, Cloud Management, Software Architecture, Amazon elastic compute clouds, Cloud Computing, Amazon CloudWatch, Serverless Computing, Data Migration",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Cloud Storage, Cloud Computing Architecture, Cloud infrastructure, Cloud Management, Containerization, Prompt Engineering, Infrastructure as code (IAC), Cloud Computing, Identity and Access Management, Terraform, Application Deployment, Kubernetes",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Security Controls, Automation, Cryptography, Supply Chain Management, Business Process, HR Tech, Date storage, Internet Of Things, Emerging technology, Business Operations, Blockchain, Business technology, Contract management, Cybersecurity, Strategic Decision-Making","Network Architecture and Topology, Network Protocols and Communications; OSI and TCP/IP Layer; Physical Layer, Data Link Layer, Ethernet Switching; Transport Layer, Application Layer; IPv4 Addressing; IPv6 Addressing; Subnetting; VLANs and Inter-VLAN Routing; EtherChannel; FHRP; DHCPv4; DHCPv6; LAN Security; Wireless LAN; Static Protocol Routing",0
"Data Security, Technical Support, Cyber Attacks, Cloud Computing Architecture, Cloud infrastructure, Programming Principles, Cybersecurity, Networking hardware, General Networking, Network Troubleshooting, Maintenance data, Virtualization",Intro to Data Engineering; Hadoop Architecture; The Hadoop Distributed Filesystem; Setting Up Hadoop Cluster; Administering Hadoop; MapReduce Framework; Developing a MapReduce Application; Hive Database; Spark Processing; Big Data Analytic Project,0
"Cloud Storage, Database Architecture and Administration, Cloud Computing Architecture, Cloud infrastructure, Containerization, Prompt Engineering, Identity and Access Management, Data Migration, Database Administration, Application Deployment, Database Management, Generative AI",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Amazon CloudWatch, Scalability, Amazon Web Services, Cloud Computing, Cloud Security, Cloud Platforms, AWS Identity and Access Management (IAM), Amazon elastic compute clouds, Cloud infrastructure, Cloud Storage, Continuous Monitoring, Amazon S3, Public Cloud",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Cloud Storage, Database Architecture and Administration, Cloud Computing Architecture, Cloud infrastructure, Containerization, Prompt Engineering, Identity and Access Management, Data Migration, Database Administration, Application Deployment, Database Management, Generative AI",Introduction to Blockchain; Cryptography Basics; Consensus Algorithms; Smart Contracts; Cryptocurrency; Blockchain Applications in Industry,0
"Microservices, Cloud Storage, Cloud infrastructure, Containerization, Prompt Engineering, Cloud Computing, Serverless Computing, Identity and Access Management, Application Deployment, CI/CD, Generative AI, Kubernetes",Introduction to Blockchain; Cryptography Basics; Consensus Algorithms; Smart Contracts; Cryptocurrency; Blockchain Applications in Industry,0
"Security Controls, Automation, Cryptography, Supply Chain Management, Business Process, HR Tech, Date storage, Internet Of Things, Emerging technology, Business Operations, Blockchain, Business technology, Contract management, Cybersecurity, Strategic Decision-Making",Intro to Data Engineering; Hadoop Architecture; The Hadoop Distributed Filesystem; Setting Up Hadoop Cluster; Administering Hadoop; MapReduce Framework; Developing a MapReduce Application; Hive Database; Spark Processing; Big Data Analytic Project,0
"Server side, Node.js, Date Amount/Export, Cloud Computing Architecture, Full-Stack Web Development, Software Architecture, Flask (Web Framework), Responsive Web Design, Engineering Software, Prompt Engineering, Cloud Computing, Application Deployment",Introduction to Databases; Data Models; Entity-Relationship Model; Relational Model; SQL Basics; Advanced SQL; Database Normalization; Database Design; Transactions and Concurrency Control; Database Security,0
"Cloud Storage, Database Architecture and Administration, Cloud Computing Architecture, Cloud infrastructure, Containerization, Prompt Engineering, Identity and Access Management, Data Migration, Database Administration, Application Deployment, Database Management, Generative AI","Introduction to cloud computing concepts; Introduction to Virtualization, Hypervisor, Container; IaaS, PaaS and SaaS Service Models; Introduction to Azure, GCS, and AWS platforms; Introduction for scalability and reliability features; Virtualization, Hypervisor, Container; Open source applications for cloud computing platforms",1
"Microservices, Cloud Storage, Safety Culture, Cloud infrastructure, Cloud Management, Containerization, Service Level Agreement, Prompt Engineering, Identity and Access Management, System Monitoring, Application Deployment, Application Performance Management",Introduction to Databases; Data Models; Entity-Relationship Model; Relational Model; SQL Basics; Advanced SQL; Database Normalization; Database Design; Transactions and Concurrency Control; Database Security,0
"Microservices, Cloud Storage, Cloud infrastructure, Containerization, Prompt Engineering, Cloud Computing, Serverless Computing, Identity and Access Management, Application Deployment, CI/CD, Generative AI, Kubernetes",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Artificial Intelligence, Cybersecurity, Business strategy, Blockchain, Business technology, Digital Transformation, Internet Of Things, Technology Strategies, Emerging technology, Digital Marketing, Real time data, Cloud Computing, E-Commerce",Data Security and Integrity; Vulnerabilities; Resource Protection; Private & Public Key Cryptography; Authentication; Network and Web Security;,0
"Intrusion Detection and Prevention, Cyber Attacks, Incident Response, Cybersecurity, Vulnerability Assessments, Computer Security Incident Management, SQL, Interview Skills, Harding, Bash (Scripting Language), Network Security, Threat Management","Introduction to cloud computing concepts; Introduction to Virtualization, Hypervisor, Container; IaaS, PaaS and SaaS Service Models; Introduction to Azure, GCS, and AWS platforms; Introduction for scalability and reliability features; Virtualization, Hypervisor, Container; Open source applications for cloud computing platforms",1
"Cloud Storage, API Gateway, Date Amount/Export, Cloud Computing Architecture, Cloud infrastructure, Cloud Management, Software Architecture, Amazon elastic compute clouds, Cloud Computing, Amazon CloudWatch, Serverless Computing, Data Migration",Introduction to Blockchain; Cryptography Basics; Consensus Algorithms; Smart Contracts; Cryptocurrency; Blockchain Applications in Industry,0
"Technical Support, Package and Software Management, Applicant Tracking Systems, Cloud infrastructure, Computer Security, It infrastructure, TCP/IP, Information Systems Security, File Systems, Professional Development, Systems Administration, Microsoft Windows",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Data Security, Digital Transformation, Real time data, Cloud infrastructure, Cloud Management, Cloud Computing, Data management, Serverless Computing, Big data, Artificial Intelligence, Tensorflow, Data Governance",Intro to Data Engineering; Hadoop Architecture; The Hadoop Distributed Filesystem; Setting Up Hadoop Cluster; Administering Hadoop; MapReduce Framework; Developing a MapReduce Application; Hive Database; Spark Processing; Big Data Analytic Project,0
"Software Engineering, Date Amount/Export, Cloud Computing Architecture, Continuous Integration, Linux Commands, User Story, Flask (Web Framework), Gherkin (Scripting Language), Test Driven Development (TDD), Open Web Application Security Project (OWASP), Application Deployment, Jenkins",Data Security and Integrity; Vulnerabilities; Resource Protection; Private & Public Key Cryptography; Authentication; Network and Web Security;,0
"Artificial Intelligence, Cybersecurity, Business strategy, Blockchain, Business technology, Digital Transformation, Internet Of Things, Technology Strategies, Emerging technology, Digital Marketing, Real time data, Cloud Computing, E-Commerce","Network Architecture and Topology, Network Protocols and Communications; OSI and TCP/IP Layer; Physical Layer, Data Link Layer, Ethernet Switching; Transport Layer, Application Layer; IPv4 Addressing; IPv6 Addressing; Subnetting; VLANs and Inter-VLAN Routing; EtherChannel; FHRP; DHCPv4; DHCPv6; LAN Security; Wireless LAN; Static Protocol Routing",0
"Data Security, Digital Transformation, Real time data, Cloud infrastructure, Cloud Management, Cloud Computing, Data management, Serverless Computing, Big data, Artificial Intelligence, Tensorflow, Data Governance",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Cloud Storage, Cloud Computing Architecture, Cloud infrastructure, Cloud Management, Containerization, Prompt Engineering, Infrastructure as code (IAC), Cloud Computing, Identity and Access Management, Terraform, Application Deployment, Kubernetes",Introduction to Databases; Data Models; Entity-Relationship Model; Relational Model; SQL Basics; Advanced SQL; Database Normalization; Database Design; Transactions and Concurrency Control; Database Security,0
"Amazon CloudWatch, Scalability, Amazon Web Services, Cloud Computing, Cloud Security, Cloud Platforms, AWS Identity and Access Management (IAM), Amazon elastic compute clouds, Cloud infrastructure, Cloud Storage, Continuous Monitoring, Amazon S3, Public Cloud","Introduction to cloud computing concepts; Introduction to Virtualization, Hypervisor, Container; IaaS, PaaS and SaaS Service Models; Introduction to Azure, GCS, and AWS platforms; Introduction for scalability and reliability features; Virtualization, Hypervisor, Container; Open source applications for cloud computing platforms",1
"Artificial Intelligence, Cybersecurity, Business strategy, Blockchain, Business technology, Digital Transformation, Internet Of Things, Technology Strategies, Emerging technology, Digital Marketing, Real time data, Cloud Computing, E-Commerce",Intro to Data Engineering; Hadoop Architecture; The Hadoop Distributed Filesystem; Setting Up Hadoop Cluster; Administering Hadoop; MapReduce Framework; Developing a MapReduce Application; Hive Database; Spark Processing; Big Data Analytic Project,0
"Market trend, Risk modeling, Transaction Processing, Customer Analysis, Financial Analysis, Financial Market, Supply Chain, Business Metrics, Supply Chain Management, Sales prospecting, Cash Flows, Financial Services","Introduction to cloud computing concepts; Introduction to Virtualization, Hypervisor, Container; IaaS, PaaS and SaaS Service Models; Introduction to Azure, GCS, and AWS platforms; Introduction for scalability and reliability features; Virtualization, Hypervisor, Container; Open source applications for cloud computing platforms",0
"Artificial Intelligence, Cybersecurity, Business strategy, Blockchain, Business technology, Digital Transformation, Internet Of Things, Technology Strategies, Emerging technology, Digital Marketing, Real time data, Cloud Computing, E-Commerce",Introduction to machine learning and artificial intelligence; Regression; Clustering; Non-ANN classifiers; ANN classifiers; Back-propagation algorithms; PCA for data reduction; Deep learning; ANN-based recognition system design,0
"Technical Support, Package and Software Management, Applicant Tracking Systems, Cloud infrastructure, Computer Security, It infrastructure, TCP/IP, Information Systems Security, File Systems, Professional Development, Systems Administration, Microsoft Windows",Intro to Data Engineering; Hadoop Architecture; The Hadoop Distributed Filesystem; Setting Up Hadoop Cluster; Administering Hadoop; MapReduce Framework; Developing a MapReduce Application; Hive Database; Spark Processing; Big Data Analytic Project,0
"Technical Support, Package and Software Management, Applicant Tracking Systems, Cloud infrastructure, Computer Security, It infrastructure, TCP/IP, Information Systems Security, File Systems, Professional Development, Systems Administration, Microsoft Windows",Introduction to Blockchain; Cryptography Basics; Consensus Algorithms; Smart Contracts; Cryptocurrency; Blockchain Applications in Industry,0
"Data Security, Technical Support, Cyber Attacks, Cloud Computing Architecture, Cloud infrastructure, Programming Principles, Cybersecurity, Networking hardware, General Networking, Network Troubleshooting, Maintenance data, Virtualization",Data Security and Integrity; Vulnerabilities; Resource Protection; Private & Public Key Cryptography; Authentication; Network and Web Security;,0
